datetime,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,open,high,low,close,volume
2020-01-02 09:00:00,33.0,33.0,33.0,33.0,7153.57,7165.0,7135.36,7162.01,840.001328
2020-01-02 10:00:00,34.0,34.0,34.0,34.0,7162.18,7180.0,7153.33,7161.83,1446.219984
2020-01-02 11:00:00,35.0,35.0,35.0,35.0,7161.89,7168.67,7139.03,7139.79,761.15657
2020-01-02 12:00:00,36.0,36.0,36.0,36.0,7139.73,7163.4,7139.03,7158.29,794.030497
2020-01-02 13:00:00,37.0,37.0,37.0,37.0,7158.86,7163.35,7107.43,7131.15,1566.280693
2020-01-02 14:00:00,38.0,38.0,38.0,38.0,7131.18,7157.1,7122.34,7135.59,956.300925
2020-01-02 15:00:00,39.0,39.0,39.0,39.0,7135.59,7152.0,7120.0,7130.98,862.429718
2020-01-02 16:00:00,40.0,40.0,40.0,40.0,7130.37,7146.85,7020.0,7052.32,3604.474152
2020-01-02 17:00:00,41.0,41.0,41.0,41.0,7052.32,7053.09,6924.74,6970.04,6183.82554
2020-01-02 18:00:00,42.0,42.0,42.0,42.0,6970.04,6989.68,6949.96,6974.02,1513.597939
2020-01-02 19:00:00,43.0,43.0,43.0,43.0,6974.02,6995.0,6960.0,6983.27,1397.130602
2020-01-02 20:00:00,44.0,44.0,44.0,44.0,6982.63,6983.22,6941.27,6948.49,1138.646334
2020-01-02 21:00:00,45.0,45.0,45.0,45.0,6948.16,6985.0,6946.2,6977.73,665.856715
2020-01-02 22:00:00,46.0,46.0,46.0,46.0,6977.55,6978.24,6963.02,6974.8,568.324029
2020-01-02 23:00:00,47.0,47.0,47.0,47.0,6974.8,6974.8,6950.0,6965.71,741.067591
2020-01-03 00:00:00,48.0,48.0,48.0,48.0,6965.49,6966.47,6912.88,6937.0,1106.732043
2020-01-03 01:00:00,49.0,49.0,49.0,49.0,6937.0,6946.07,6878.19,6888.85,2402.581684
2020-01-03 02:00:00,50.0,50.0,50.0,50.0,6888.26,6966.8,6871.04,6956.88,2869.993553
2020-01-03 03:00:00,51.0,51.0,51.0,51.0,6957.66,6966.36,6940.0,6952.04,1246.589508
2020-01-03 04:00:00,52.0,52.0,52.0,52.0,6952.04,7264.71,6948.64,7210.19,9560.897697
2020-01-03 05:00:00,53.0,53.0,53.0,53.0,7210.2,7249.0,7168.48,7220.47,3575.770965
2020-01-03 06:00:00,54.0,54.0,54.0,54.0,7220.49,7225.0,7190.14,7202.22,2075.25916
2020-01-03 07:00:00,55.0,55.0,55.0,55.0,7202.06,7232.0,7185.04,7203.21,2185.376884
2020-01-03 08:00:00,56.0,56.0,56.0,56.0,7202.28,7297.29,7202.28,7260.6,3976.534509
2020-01-03 09:00:00,57.0,57.0,57.0,57.0,7260.64,7358.88,7256.56,7348.42,5469.030632
2020-01-03 10:00:00,58.0,58.0,58.0,58.0,7349.3,7371.92,7281.3,7312.25,3924.462414
2020-01-03 11:00:00,59.0,59.0,59.0,59.0,7312.26,7346.0,7306.61,7340.46,1826.857466
2020-01-03 12:00:00,60.0,60.0,60.0,60.0,7340.46,7350.19,7303.14,7322.78,1717.22262
2020-01-03 13:00:00,61.0,61.0,61.0,61.0,7324.1,7380.0,7311.59,7348.87,1906.468998
2020-01-03 14:00:00,62.0,62.0,62.0,62.0,7348.36,7362.31,7229.3,7254.73,4583.643119
2020-01-03 15:00:00,63.0,63.0,63.0,63.0,7255.49,7322.44,7252.48,7320.18,2371.650792
2020-01-03 16:00:00,64.0,64.0,64.0,64.0,7320.17,7405.0,7293.1,7386.03,5852.326934
2020-01-03 17:00:00,65.0,65.0,65.0,65.0,7388.21,7403.2,7335.21,7355.26,2201.223063
2020-01-03 18:00:00,66.0,66.0,66.0,66.0,7355.23,7369.47,7330.32,7342.96,1422.531602
2020-01-03 19:00:00,67.0,67.0,67.0,67.0,7342.95,7352.33,7280.0,7343.08,2259.002878
2020-01-03 20:00:00,68.0,68.0,68.0,68.0,7343.62,7361.0,7297.01,7316.99,1546.013182
2020-01-03 21:00:00,69.0,69.0,69.0,69.0,7317.01,7335.0,7262.68,7283.0,1227.929145
2020-01-03 22:00:00,70.0,70.0,70.0,70.0,7281.69,7320.54,7260.01,7300.56,1407.545265
2020-01-03 23:00:00,71.0,71.0,71.0,71.0,7301.32,7346.08,7291.75,7344.96,1712.856338
2020-01-04 00:00:00,72.0,72.0,72.0,72.0,7345.0,7350.0,7289.98,7302.24,1240.406484
2020-01-04 01:00:00,73.0,73.0,73.0,73.0,7304.96,7312.58,7280.85,7309.16,821.321239
2020-01-04 02:00:00,74.0,74.0,74.0,74.0,7308.71,7328.99,7296.18,7327.83,868.281715
2020-01-04 03:00:00,75.0,75.0,75.0,75.0,7328.21,7339.69,7318.56,7333.11,763.775397
2020-01-04 04:00:00,76.0,76.0,76.0,76.0,7333.14,7338.46,7312.65,7334.86,691.833205
2020-01-04 05:00:00,77.0,77.0,77.0,77.0,7334.59,7369.28,7325.0,7344.69,1306.738785
2020-01-04 06:00:00,78.0,78.0,78.0,78.0,7344.7,7367.88,7340.0,7354.96,1168.097036
2020-01-04 07:00:00,79.0,79.0,79.0,79.0,7354.95,7363.63,7327.32,7348.11,1352.880865
2020-01-04 08:00:00,80.0,80.0,80.0,80.0,7348.04,7365.0,7330.0,7346.59,1272.743225
2020-01-04 09:00:00,81.0,81.0,81.0,81.0,7346.4,7369.18,7339.28,7363.88,1084.110633
2020-01-04 10:00:00,82.0,82.0,82.0,82.0,7364.32,7369.63,7304.36,7318.3,1807.551552
2020-01-04 11:00:00,83.0,83.0,83.0,83.0,7318.15,7339.27,7302.1,7336.45,1520.454655
2020-01-04 12:00:00,84.0,84.0,84.0,84.0,7336.75,7339.58,7305.0,7312.89,1131.422667
2020-01-04 13:00:00,85.0,85.0,85.0,85.0,7312.79,7326.49,7291.0,7303.88,1549.128326
2020-01-04 14:00:00,86.0,86.0,86.0,86.0,7303.72,7323.74,7296.44,7316.72,874.231693
2020-01-04 15:00:00,87.0,87.0,87.0,87.0,7315.51,7332.0,7305.0,7318.99,870.0506
2020-01-04 16:00:00,88.0,88.0,88.0,88.0,7318.98,7323.26,7297.91,7307.11,1043.417942
2020-01-04 17:00:00,89.0,89.0,89.0,89.0,7308.0,7352.0,7305.0,7351.99,1237.984296
2020-01-04 18:00:00,90.0,90.0,90.0,90.0,7351.36,7404.0,7272.21,7306.92,4110.024469
2020-01-04 19:00:00,91.0,91.0,91.0,91.0,7306.6,7353.84,7283.01,7334.83,1966.929401
2020-01-04 20:00:00,92.0,92.0,92.0,92.0,7334.89,7352.64,7310.67,7341.06,1433.864061
2020-01-04 21:00:00,93.0,93.0,93.0,93.0,7340.9,7367.31,7330.72,7350.68,869.007514
2020-01-04 22:00:00,94.0,94.0,94.0,94.0,7350.72,7359.7,7342.67,7350.24,474.926109
2020-01-04 23:00:00,95.0,95.0,95.0,95.0,7350.05,7363.0,7328.9,7354.11,528.793108
2020-01-05 00:00:00,96.0,96.0,96.0,96.0,7354.19,7393.0,7354.11,7373.48,1432.35544
2020-01-05 01:00:00,97.0,97.0,97.0,97.0,7373.43,7481.87,7373.43,7459.18,6394.85574
2020-01-05 02:00:00,98.0,98.0,98.0,98.0,7459.91,7482.87,7432.79,7443.79,2038.01579
2020-01-05 03:00:00,99.0,99.0,99.0,99.0,7443.92,7478.0,7439.33,7475.99,1446.222876
2020-01-05 04:00:00,100.0,100.0,100.0,100.0,7476.0,7495.0,7444.0,7457.14,1859.909467
2020-01-05 05:00:00,101.0,101.0,101.0,101.0,7457.18,7470.0,7444.0,7459.12,952.444318
2020-01-05 06:00:00,102.0,102.0,102.0,102.0,7458.51,7481.25,7437.4,7457.5,1166.464289
2020-01-05 07:00:00,103.0,103.0,103.0,103.0,7457.83,7470.36,7442.0,7463.63,888.087854
2020-01-05 08:00:00,104.0,104.0,104.0,104.0,7463.64,7472.0,7410.0,7430.05,1595.878334
2020-01-05 09:00:00,105.0,105.0,105.0,105.0,7430.0,7436.84,7400.0,7427.74,2072.537095
2020-01-05 10:00:00,106.0,106.0,106.0,106.0,7427.7,7432.28,7403.21,7415.12,995.14421
2020-01-05 11:00:00,107.0,107.0,107.0,107.0,7415.1,7440.0,7410.0,7422.33,1001.517619
2020-01-05 12:00:00,108.0,108.0,108.0,108.0,7422.27,7460.46,7421.93,7457.01,1079.561263
2020-01-05 13:00:00,109.0,109.0,109.0,109.0,7457.79,7458.0,7415.0,7431.15,1337.571084
2020-01-05 14:00:00,110.0,110.0,110.0,110.0,7431.16,7444.73,7425.0,7431.82,831.78756
2020-01-05 15:00:00,111.0,111.0,111.0,111.0,7431.71,7476.31,7430.99,7468.42,1839.988518
2020-01-05 16:00:00,112.0,112.0,112.0,112.0,7467.91,7484.0,7450.0,7461.38,1764.362509
2020-01-05 17:00:00,113.0,113.0,113.0,113.0,7461.26,7470.76,7445.15,7464.65,904.275876
2020-01-05 18:00:00,114.0,114.0,114.0,114.0,7464.62,7468.87,7421.77,7438.72,1226.760244
2020-01-05 19:00:00,115.0,115.0,115.0,115.0,7439.02,7449.69,7427.1,7444.14,952.37598
2020-01-05 20:00:00,116.0,116.0,116.0,116.0,7444.71,7445.0,7426.0,7431.6,687.771423
2020-01-05 21:00:00,117.0,117.0,117.0,117.0,7431.01,7431.53,7361.01,7368.52,2225.194358
2020-01-05 22:00:00,118.0,118.0,118.0,118.0,7367.62,7385.65,7318.0,7355.73,2249.586037
2020-01-05 23:00:00,119.0,119.0,119.0,119.0,7355.73,7363.35,7321.0,7358.75,1388.41772
2020-01-06 00:00:00,120.0,120.0,120.0,120.0,7357.64,7384.72,7346.76,7378.75,1358.867787
2020-01-06 01:00:00,121.0,121.0,121.0,121.0,7378.97,7426.82,7368.55,7423.5,1630.227541
2020-01-06 02:00:00,122.0,122.0,122.0,122.0,7423.06,7562.0,7421.64,7551.44,5819.256972
2020-01-06 03:00:00,123.0,123.0,123.0,123.0,7551.47,7580.0,7486.85,7540.9,4769.906356
2020-01-06 04:00:00,124.0,124.0,124.0,124.0,7540.9,7554.61,7516.06,7529.52,1554.582461
2020-01-06 05:00:00,125.0,125.0,125.0,125.0,7529.52,7541.55,7496.0,7532.85,1472.91993
2020-01-06 06:00:00,126.0,126.0,126.0,126.0,7532.85,7537.53,7510.99,7520.0,873.32937
2020-01-06 07:00:00,127.0,127.0,127.0,127.0,7520.0,7527.27,7505.57,7507.91,921.886394
2020-01-06 08:00:00,128.0,128.0,128.0,128.0,7508.18,7551.68,7507.39,7547.55,1690.857798
2020-01-06 09:00:00,129.0,129.0,129.0,129.0,7547.88,7553.0,7516.51,7550.78,2074.105876
2020-01-06 10:00:00,130.0,130.0,130.0,130.0,7550.84,7576.68,7535.64,7561.22,1912.728693
2020-01-06 11:00:00,131.0,131.0,131.0,131.0,7561.27,7582.27,7526.88,7544.72,2149.635226
2020-01-06 12:00:00,132.0,132.0,132.0,132.0,7544.72,7566.24,7535.0,7557.42,1484.613594
2020-01-06 13:00:00,133.0,133.0,133.0,133.0,7557.77,7622.0,7465.44,7528.64,3698.140842
2020-01-06 14:00:00,134.0,134.0,134.0,134.0,7528.59,7558.45,7505.02,7547.93,2383.745611
2020-01-06 15:00:00,135.0,135.0,135.0,135.0,7548.1,7553.28,7516.34,7519.99,1644.393877
2020-01-06 16:00:00,136.0,136.0,136.0,136.0,7519.05,7546.08,7509.43,7529.24,1626.355417
2020-01-06 17:00:00,137.0,137.0,137.0,137.0,7529.01,7561.0,7526.91,7558.48,1102.998522
2020-01-06 18:00:00,138.0,138.0,138.0,138.0,7558.78,7560.0,7525.96,7533.0,910.967306
2020-01-06 19:00:00,139.0,139.0,139.0,139.0,7532.5,7551.71,7524.0,7539.9,863.252634
2020-01-06 20:00:00,140.0,140.0,140.0,140.0,7539.74,7557.99,7534.9,7551.25,978.342912
2020-01-06 21:00:00,141.0,141.0,141.0,141.0,7551.24,7608.0,7547.56,7578.42,2101.577667
2020-01-06 22:00:00,142.0,142.0,142.0,142.0,7578.42,7752.0,7574.39,7712.63,6546.730323
2020-01-06 23:00:00,143.0,143.0,143.0,143.0,7712.58,7795.34,7690.7,7758.0,5066.272207
2020-01-07 00:00:00,144.0,144.0,144.0,144.0,7758.9,8000.0,7758.29,7888.42,12714.830706
2020-01-07 01:00:00,145.0,145.0,145.0,145.0,7889.64,7919.99,7866.01,7905.67,3784.606696
2020-01-07 02:00:00,146.0,146.0,146.0,146.0,7905.67,7940.0,7892.32,7896.2,2658.470846
2020-01-07 03:00:00,147.0,147.0,147.0,147.0,7896.08,7916.94,7885.75,7894.9,1811.52833
2020-01-07 04:00:00,148.0,148.0,148.0,148.0,7894.71,7905.5,7821.0,7840.83,3265.389556
2020-01-07 05:00:00,149.0,149.0,149.0,149.0,7839.75,7882.56,7826.63,7869.33,1749.120728
2020-01-07 06:00:00,150.0,150.0,150.0,150.0,7869.29,7876.0,7851.26,7872.91,1034.371143
2020-01-07 07:00:00,151.0,151.0,151.0,151.0,7873.05,7896.72,7857.53,7883.37,1730.807736
2020-01-07 08:00:00,152.0,152.0,152.0,152.0,7883.11,7904.72,7868.0,7883.97,2060.945511
2020-01-07 09:00:00,153.0,153.0,153.0,153.0,7884.32,7886.17,7855.0,7856.26,1266.181976
2020-01-07 10:00:00,154.0,154.0,154.0,154.0,7856.26,7889.78,7856.15,7889.24,1164.566425
2020-01-07 11:00:00,155.0,155.0,155.0,155.0,7888.12,7965.0,7881.69,7895.14,4207.107584
2020-01-07 12:00:00,156.0,156.0,156.0,156.0,7895.13,7915.77,7840.0,7869.05,3167.803362
2020-01-07 13:00:00,157.0,157.0,157.0,157.0,7869.02,7869.03,7810.73,7847.99,2935.85674
2020-01-07 14:00:00,158.0,158.0,158.0,158.0,7847.99,7884.59,7837.26,7838.8,2419.777007
2020-01-07 15:00:00,159.0,159.0,159.0,159.0,7841.16,7847.99,7740.29,7764.59,5292.202151
2020-01-07 16:00:00,160.0,160.0,160.0,160.0,7764.04,7940.12,7723.71,7912.18,6410.882075
2020-01-07 17:00:00,161.0,161.0,161.0,161.0,7912.18,7952.05,7878.01,7938.33,3293.006137
2020-01-07 18:00:00,162.0,162.0,162.0,162.0,7937.88,8137.0,7919.22,8037.69,9327.807487
2020-01-07 19:00:00,163.0,163.0,163.0,163.0,8038.54,8111.45,8032.39,8073.69,4283.208684
2020-01-07 20:00:00,164.0,164.0,164.0,164.0,8073.69,8175.01,8041.28,8162.66,4404.727667
2020-01-07 21:00:00,165.0,165.0,165.0,165.0,8162.57,8188.0,7975.74,8016.44,5116.55768
2020-01-07 22:00:00,166.0,166.0,166.0,166.0,8016.43,8067.06,7945.72,8049.55,3088.53339
2020-01-07 23:00:00,167.0,167.0,167.0,167.0,8049.83,8207.68,8020.7,8145.28,3983.395044
2020-01-08 00:00:00,168.0,168.0,168.0,168.0,8145.92,8455.0,8142.0,8431.82,12579.628057
2020-01-08 01:00:00,169.0,169.0,169.0,169.0,8430.53,8448.14,8328.89,8370.92,8384.945558
2020-01-08 02:00:00,170.0,170.0,170.0,170.0,8370.93,8422.0,8256.74,8278.59,4558.246276
2020-01-08 03:00:00,171.0,171.0,171.0,171.0,8278.07,8344.0,8244.93,8300.34,4359.947687
2020-01-08 04:00:00,172.0,172.0,172.0,172.0,8300.34,8355.87,8288.0,8344.63,2575.222396
2020-01-08 05:00:00,173.0,173.0,173.0,173.0,8343.92,8377.0,8307.85,8334.77,2664.277869
2020-01-08 06:00:00,174.0,174.0,174.0,174.0,8334.76,8367.61,8319.0,8339.13,1731.943454
2020-01-08 07:00:00,175.0,175.0,175.0,175.0,8339.14,8347.99,8277.21,8297.26,2788.142801
2020-01-08 08:00:00,176.0,176.0,176.0,176.0,8297.27,8329.09,8264.86,8312.04,2508.727051
2020-01-08 09:00:00,177.0,177.0,177.0,177.0,8312.05,8321.83,8276.0,8297.21,2091.834391
2020-01-08 10:00:00,178.0,178.0,178.0,178.0,8296.98,8359.0,8284.19,8326.98,2380.674785
2020-01-08 11:00:00,179.0,179.0,179.0,179.0,8327.06,8370.0,8325.03,8332.47,2034.529797
2020-01-08 12:00:00,180.0,180.0,180.0,180.0,8332.2,8347.33,8276.0,8286.16,2426.854154
2020-01-08 13:00:00,181.0,181.0,181.0,181.0,8285.92,8418.61,8215.2,8384.99,7456.82961
2020-01-08 14:00:00,182.0,182.0,182.0,182.0,8384.99,8385.0,8184.0,8310.98,6554.98078
2020-01-08 15:00:00,183.0,183.0,183.0,183.0,8310.98,8359.0,8237.36,8305.97,3993.008669
2020-01-08 16:00:00,184.0,184.0,184.0,184.0,8306.09,8335.79,8050.0,8115.0,12758.450281
2020-01-08 17:00:00,185.0,185.0,185.0,185.0,8115.0,8123.98,8010.0,8077.68,7266.047229
2020-01-08 18:00:00,186.0,186.0,186.0,186.0,8077.68,8094.93,8035.01,8053.7,2950.762774
2020-01-08 19:00:00,187.0,187.0,187.0,187.0,8053.7,8069.73,7963.05,7963.35,3758.461889
2020-01-08 20:00:00,188.0,188.0,188.0,188.0,7963.56,8060.86,7870.0,8046.03,8887.842817
2020-01-08 21:00:00,189.0,189.0,189.0,189.0,8046.42,8048.66,7957.55,8016.06,3140.073055
2020-01-08 22:00:00,190.0,190.0,190.0,190.0,8017.36,8080.0,7988.58,8076.13,2119.902017
2020-01-08 23:00:00,191.0,191.0,191.0,191.0,8076.13,8125.57,8023.55,8055.98,2651.309243
2020-01-09 00:00:00,192.0,192.0,192.0,192.0,8054.72,8055.96,7928.0,7956.55,3517.43095
2020-01-09 01:00:00,193.0,193.0,193.0,193.0,7956.88,8037.37,7950.0,8004.8,2413.123473
2020-01-09 02:00:00,194.0,194.0,194.0,194.0,8004.05,8026.01,7980.0,7982.75,1579.537464
2020-01-09 03:00:00,195.0,195.0,195.0,195.0,7983.09,7993.46,7935.56,7954.72,2480.168472
2020-01-09 04:00:00,196.0,196.0,196.0,196.0,7954.96,7978.31,7928.0,7966.85,2053.928386
2020-01-09 05:00:00,197.0,197.0,197.0,197.0,7966.75,7966.75,7925.68,7941.83,1404.270001
2020-01-09 06:00:00,198.0,198.0,198.0,198.0,7941.99,7951.68,7896.0,7908.48,2068.18413
2020-01-09 07:00:00,199.0,199.0,199.0,199.0,7908.71,7976.67,7903.4,7949.84,2449.538328
2020-01-09 08:00:00,200.0,200.0,200.0,200.0,7949.57,7955.83,7909.3,7933.1,1641.494387
2020-01-09 09:00:00,201.0,201.0,201.0,201.0,7932.51,7932.94,7864.24,7872.35,3408.741356
2020-01-09 10:00:00,202.0,202.0,202.0,202.0,7872.36,7934.78,7852.01,7896.38,2923.998132
2020-01-09 11:00:00,203.0,203.0,203.0,203.0,7895.56,7901.99,7855.0,7878.56,1911.857856
2020-01-09 12:00:00,204.0,204.0,204.0,204.0,7878.02,7917.68,7871.0,7900.91,2162.941372
2020-01-09 13:00:00,205.0,205.0,205.0,205.0,7901.49,7945.0,7891.43,7897.52,2859.442366
2020-01-09 14:00:00,206.0,206.0,206.0,206.0,7897.54,7919.59,7875.55,7885.5,1887.759463
2020-01-09 15:00:00,207.0,207.0,207.0,207.0,7885.5,7930.0,7882.75,7907.05,1555.442519
2020-01-09 16:00:00,208.0,208.0,208.0,208.0,7907.05,7920.01,7805.01,7818.15,4386.286631
2020-01-09 17:00:00,209.0,209.0,209.0,209.0,7818.15,7846.0,7778.0,7798.6,3990.175129
2020-01-09 18:00:00,210.0,210.0,210.0,210.0,7798.23,7832.13,7788.68,7810.64,1529.030453
2020-01-09 19:00:00,211.0,211.0,211.0,211.0,7810.68,7957.48,7810.3,7917.54,3465.438657
2020-01-09 20:00:00,212.0,212.0,212.0,212.0,7917.55,8000.0,7805.0,7818.3,6732.412789
2020-01-09 21:00:00,213.0,213.0,213.0,213.0,7819.97,7854.14,7750.0,7789.96,4555.024481
2020-01-09 22:00:00,214.0,214.0,214.0,214.0,7789.99,7873.12,7788.78,7811.31,1877.380286
2020-01-09 23:00:00,215.0,215.0,215.0,215.0,7811.31,7835.0,7790.01,7817.76,1385.912749
2020-01-10 00:00:00,216.0,216.0,216.0,216.0,7817.74,7854.06,7811.05,7820.01,1276.755793
2020-01-10 01:00:00,217.0,217.0,217.0,217.0,7820.25,7841.57,7786.12,7804.99,1249.569649
2020-01-10 02:00:00,218.0,218.0,218.0,218.0,7804.99,7825.0,7793.34,7803.68,1004.334531
2020-01-10 03:00:00,219.0,219.0,219.0,219.0,7803.68,7825.0,7770.0,7818.02,1415.752784
2020-01-10 04:00:00,220.0,220.0,220.0,220.0,7818.06,7819.84,7768.4,7795.3,1669.78936
2020-01-10 05:00:00,221.0,221.0,221.0,221.0,7795.33,7797.95,7735.0,7748.86,2146.933344
2020-01-10 06:00:00,222.0,222.0,222.0,222.0,7748.0,7786.13,7711.76,7748.64,2963.811973
2020-01-10 07:00:00,223.0,223.0,223.0,223.0,7747.25,7757.38,7725.77,7752.98,1815.165345
2020-01-10 08:00:00,224.0,224.0,224.0,224.0,7753.05,7754.36,7680.0,7706.53,4208.967256
2020-01-10 09:00:00,225.0,225.0,225.0,225.0,7706.52,7750.0,7691.91,7716.47,2842.868735
2020-01-10 10:00:00,226.0,226.0,226.0,226.0,7716.02,7788.0,7672.0,7771.87,3772.539304
2020-01-10 11:00:00,227.0,227.0,227.0,227.0,7772.12,7854.44,7766.93,7841.69,5366.335557
2020-01-10 12:00:00,228.0,228.0,228.0,228.0,7841.03,7899.98,7811.0,7893.98,4174.80608
2020-01-10 13:00:00,229.0,229.0,229.0,229.0,7893.98,7944.0,7862.31,7870.4,4142.505896
2020-01-10 14:00:00,230.0,230.0,230.0,230.0,7870.7,7982.85,7850.01,7978.65,4262.687889
2020-01-10 15:00:00,231.0,231.0,231.0,231.0,7978.65,8086.85,7945.44,8066.6,7367.250672
2020-01-10 16:00:00,232.0,232.0,232.0,232.0,8067.5,8140.11,7928.94,7952.65,8107.578673
2020-01-10 17:00:00,233.0,233.0,233.0,233.0,7952.23,7979.0,7909.98,7966.3,3426.043673
2020-01-10 18:00:00,234.0,234.0,234.0,234.0,7966.3,8113.53,7966.3,8022.16,6172.791013
2020-01-10 19:00:00,235.0,235.0,235.0,235.0,8022.15,8122.0,7964.01,8059.49,5212.524366
2020-01-10 20:00:00,236.0,236.0,236.0,236.0,8058.05,8100.0,8039.27,8073.16,2511.935531
2020-01-10 21:00:00,237.0,237.0,237.0,237.0,8074.0,8135.21,8006.65,8049.99,2919.79654
2020-01-10 22:00:00,238.0,238.0,238.0,238.0,8048.24,8101.86,7981.59,8090.13,1946.832887
2020-01-10 23:00:00,239.0,239.0,239.0,239.0,8090.13,8199.0,8064.64,8197.02,2429.200597
2020-01-11 00:00:00,240.0,240.0,240.0,240.0,8198.86,8200.0,8119.75,8168.92,2971.522168
2020-01-11 01:00:00,241.0,241.0,241.0,241.0,8168.39,8253.26,8165.16,8204.86,3211.743194
2020-01-11 02:00:00,242.0,242.0,242.0,242.0,8204.84,8217.41,8155.02,8206.19,2134.580068
2020-01-11 03:00:00,243.0,243.0,243.0,243.0,8206.0,8207.81,8125.09,8158.49,1711.758967
2020-01-11 04:00:00,244.0,244.0,244.0,244.0,8158.83,8179.94,8101.0,8117.82,1445.957883
2020-01-11 05:00:00,245.0,245.0,245.0,245.0,8118.4,8118.4,8044.65,8083.41,2285.705846
2020-01-11 06:00:00,246.0,246.0,246.0,246.0,8083.41,8128.98,8055.71,8124.99,1745.207418
2020-01-11 07:00:00,247.0,247.0,247.0,247.0,8124.99,8150.0,8061.71,8074.18,1976.070507
2020-01-11 08:00:00,248.0,248.0,248.0,248.0,8074.17,8096.87,8037.0,8052.96,2479.712213
2020-01-11 09:00:00,249.0,249.0,249.0,249.0,8052.96,8129.97,8050.83,8114.22,1672.797787
2020-01-11 10:00:00,250.0,250.0,250.0,250.0,8114.2,8117.03,8042.89,8054.03,1477.913509
2020-01-11 11:00:00,251.0,251.0,251.0,251.0,8054.03,8074.26,8010.0,8045.95,2106.394416
2020-01-11 12:00:00,252.0,252.0,252.0,252.0,8045.89,8068.0,8018.41,8061.95,1788.46524
